seq	bytes	mtime	ext	class	path	corpus_tier
0188	31845	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-010419-knowledgeos-multi-lens-brainstorming-synthesis-dossier.md	PRIMARY
0189	49507	2026-08-24	docx	OFFICE_EXTRACTABLE	docs/knowledgeos/brainstorming/kernel/20260824-010504-knowledgeos-multi-lens-brainstorming-synthesis-dossier.docx	PRIMARY
0190	31845	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-010537-knowledgeos-multi-lens-brainstorming-synthesis-dossier-duplicate.md	PRIMARY
0191	22772	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-010840-research-extraction-agent-prompt-for-book-knowledge-extraction.md	PRIMARY
0192	13252	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/20260824-011536-quine-review-assessment-eight-findings-for-kernel-work.md	PRIMARY
0193	40526	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-013116-logitica-extraction-preserve-reasoning-structure-not-solutions.md	PRIMARY
0194	60313	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-013721-philosophy-of-complex-systems-situated-model-mediated-knowledge.md	PRIMARY
0195	63479	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-014614-chalmers-conscious-mind-conceptual-distinction-before-functional-modeling.md	PRIMARY
0196	7922	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-020611-wave-1-kernel-extent-versus-contents-adjudication-status.md	PRIMARY
0197	33813	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-020936-chalmers-conscious-mind-research-extraction-protocol-rerun.md	PRIMARY
0198	33813	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-021011-chalmers-conscious-mind-research-extraction-protocol-rerun-duplicate.md	PRIMARY
0199	36268	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-021526-williamson-modal-logic-as-metaphysics-extraction.md	PRIMARY
0200	9340	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-022039-research-direction-formal-model-before-technical-scenario-testing.md	PRIMARY
0201	41237	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-023136-nyaya-vaisesika-indian-logic-and-atomism-extraction.md	PRIMARY
0202	89445	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-024119-architecture-patterns-with-python-technical-pattern-set-extraction.md	PRIMARY
0203	40341	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-024726-rag-as-controlled-knowledge-access-layer-not-knowledge-model.md	PRIMARY
0204	27156	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-025232-human-ai-collaboration-layer-outside-the-kernel.md	PRIMARY
0205	27095	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-030300-freedman-statistical-models-no-inference-without-explicit-basis.md	PRIMARY
0206	57778	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-032208-pattern-recognition-twelve-knowledgeos-statistical-techniques.md	PRIMARY
0207	55197	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-032219-eks-current-architecture-baseline-reconstruction.md	PRIMARY
0208	25682	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-032635-causal-inference-what-if-association-versus-intervention.md	PRIMARY
0209	22317	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-032927-causal-inference-through-zero-ddd-and-wisdom-lenses.md	PRIMARY
0210	21341	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-033419-book-of-evidence-evidence-acquisition-is-its-own-domain.md	PRIMARY
0211	17600	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-033614-zero-and-chinese-lenses-on-minimum-structure-before-evidence.md	PRIMARY
0212	40134	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-094406-chivers-everything-is-predictable-uncertainty-and-belief-revision.md	PRIMARY
0213	21238	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-094545-seven-pillars-of-statistical-wisdom-lenses-for-kernel.md	PRIMARY
0214	22232	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-094638-daoist-ziran-challenge-to-the-kernel-identity-invariant.md	PRIMARY
0215	45001	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-111102-stigler-seven-pillars-observations-into-defensible-knowledge.md	PRIMARY
0216	43639	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-111317-knowledgeos-epistemic-architecture-synthesis-ddd-consolidation.md	PRIMARY
0217	43639	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-111611-knowledgeos-epistemic-architecture-synthesis-ddd-consolidation-duplicate.md	PRIMARY
0218	6200	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-111730-knowledge-aggregate-too-large-correction-and-synthesis-handover.md	PRIMARY
0219	19897	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-112051-knowledge-kernel-architecture-integrative-summary-seven-works.md	PRIMARY
0220	19897	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-113404-knowledge-kernel-architecture-integrative-summary-seven-works-duplicate.md	PRIMARY
0221	22459	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-115021-ammerman-singer-belief-knowledge-and-truth-anthology-extraction.md	PRIMARY
0222	42725	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-120203-shieber-theories-of-knowledge-what-must-stay-outside-the-kernel.md	PRIMARY
0223	55195	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-121835-rescorla-bayesian-models-of-the-mind-pluggable-reasoning-mechanisms.md	PRIMARY
0224	55174	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-122855-mathematical-modelling-typed-mathematical-epistemic-model.md	PRIMARY
0225	35275	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-124529-hidden-semi-markov-models-hidden-epistemic-state-layer.md	PRIMARY
0226	32083	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-131125-hybrid-evidence-gated-temporal-inference-architecture.md	PRIMARY
0227	24679	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-135335-kernel-as-ai-efficiency-adaptive-inference-use-case.md	PRIMARY
0228	62197	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-140348-statistical-learning-first-pass-ddd-assessment-of-reasoning-patterns.md	PRIMARY
0229	22512	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-140628-zero-and-leonardo-lenses-on-the-adaptive-inference-kernel.md	PRIMARY
0230	42322	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-141231-bishop-prml-adaptive-inference-fabric-beyond-hmm-hsmm-hybrid.md	PRIMARY
0231	45520	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-141924-elements-of-statistical-learning-source-versus-interpretation.md	PRIMARY
0232	37752	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-142630-session-handover-package-for-book-extraction-and-ddd-analysis.md	PRIMARY
0233	8841	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-142848-astrom-stochastic-control-theory-initial-assessment.md	PRIMARY
0234	17535	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-145220-ten-statistical-capability-families-for-knowledge-state-assessment.md	PRIMARY
0235	23516	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/20260824-145631-topological-extraction-of-astrom-stochastic-control-theory-duplicate.md	PRIMARY
0236	23516	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-151311-topological-extraction-of-astrom-stochastic-control-theory.md	PRIMARY
0237	21380	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-151337-sankshipt-ganit-shabdkosh-multi-lens-extraction-knowledge-ontology.md	PRIMARY
0238	15019	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-151951-sanskrit-paninian-lens-as-semantic-instrument-not-fifth-arb-lens.md	PRIMARY
0239	14642	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-152254-swar-gyan-orthographic-decomposition-pipeline-for-dhatu-extraction.md	PRIMARY
0240	9427	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-152415-zero-lens-definition-structure-recoverable-from-source-alone.md	PRIMARY
0241	15483	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-152751-solution-mindset-decomposition-of-problem-solving-operations.md	PRIMARY
0242	16574	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-152955-statistical-learning-as-quantitative-companion-to-solution-mindset.md	PRIMARY
0243	19925	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-153124-prml-probabilistic-representation-of-hidden-structure.md	PRIMARY
0244	13467	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-154254-inverse-approach-define-not-knowledge-and-infer-residual-structure.md	PRIMARY
0245	21074	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-154256-fraser-hidden-markov-models-and-dynamical-systems-extraction.md	PRIMARY
0246	21074	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-155130-fraser-hidden-markov-models-and-dynamical-systems-extraction-duplicate.md	PRIMARY
0247	23618	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-160023-knowledge-as-measurable-construct-not-true-information.md	PRIMARY
0248	23618	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-160339-knowledge-as-measurable-construct-not-true-information-duplicate.md	PRIMARY
0249	5169	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-160637-knowledge-as-a-continuously-changing-body-of-facts.md	PRIMARY
0250	5169	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-160645-knowledge-as-a-continuously-changing-body-of-facts-duplicate.md	PRIMARY
0251	7718	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-160927-paul-elder-elements-of-thought-as-knowledge-state-extraction.md	PRIMARY
0252	20962	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-161931-consciousness-model-refined-multi-lens-not-a-vertical-stack.md	PRIMARY
0253	18329	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-162039-consciousness-architecture-as-analogy-for-knowledge-layers.md	PRIMARY
0254	14043	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-163046-godel-escher-bach-extraction-knowledge-emerges-between-levels.md	PRIMARY
0255	14456	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-163920-nasadiya-sukta-and-geb-convergence-on-pre-differentiated-levels.md	PRIMARY
0256	22400	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-163922-source-article-concept-of-time-in-vedas-and-quantum-physics.md	PRIMARY
0257	14186	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-164328-pramana-as-epistemic-acquisition-layer-and-claim-provenance.md	PRIMARY
0258	12803	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-164447-scientific-attitude-four-properties-as-knowledge-candidate-rules.md	PRIMARY
0259	12750	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-164653-catuskoti-logic-lens-truth-need-not-be-binary.md	PRIMARY
0260	13292	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-164746-cosmology-article-worlds-perspectives-processes-and-transitions.md	PRIMARY
0261	12520	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-164817-cosmological-world-model-lens-for-knowledge-claims.md	PRIMARY
0262	13258	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-165411-eschatology-lens-terminal-state-and-transformation-model.md	PRIMARY
0263	12361	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-165635-catuskoti-four-valued-epistemic-status-logic-layer-tightening.md	PRIMARY
0264	18842	2026-08-24	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260824-171203-tractatus-centenary-edition-reality-to-knowledge-claim-chain.md	PRIMARY
0265	23250	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-101801-shannon-weaver-information-is-not-meaning-is-not-knowledge.md	PRIMARY
0266	70966	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-103542-principal-architect-review-bounded-dynamic-knowledge-model.md	PRIMARY
0267	85871	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-110525-plantuml-model-knowledge-space-language-questions-and-evaluation.md	PRIMARY
0268	20187	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-111545-what-are-we-actually-building-when-we-say-knowledgeos.md	PRIMARY
0269	18784	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-113243-preservation-unit-versus-consistency-boundary-do-not-freeze-assertion-aggregate.md	PRIMARY
0270	18062	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-113718-merricks-objects-and-persons-useful-concept-is-not-fundamental-object.md	PRIMARY
0271	11312	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-113938-ontological-reduction-and-non-redundancy-model-research-direction.md	PRIMARY
0272	14619	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-114640-merricks-truth-and-ontology-truthmaker-thesis-rejected.md	PRIMARY
0273	31044	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-115235-mcginn-logical-properties-assessment-as-parallel-analytical-tool.md	PRIMARY
0274	27913	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-115604-oconnor-persons-and-causes-agency-and-causal-powers.md	PRIMARY
0275	15260	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-115932-information-theory-as-a-lens-for-knowledgeos.md	PRIMARY
0276	16373	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-120122-mcginn-logical-properties-as-structural-primitives-of-knowledge-space.md	PRIMARY
0277	40437	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-120319-information-theory-extracting-the-knowledge-space-architecture.md	PRIMARY
0278	29287	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-120514-zero-lens-on-mcginn-the-kernel-is-not-knowledge.md	PRIMARY
0279	16600	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-121403-recommended-next-research-set-before-freezing-knowledge-space-kernel.md	PRIMARY
0280	28144	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-122752-floridi-philosophy-of-information-levels-of-abstraction-extraction.md	PRIMARY
0281	9725	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-124325-dretske-knowledge-and-the-flow-of-information-initial-reading.md	PRIMARY
0282	26010	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-125708-fagin-halpern-reasoning-about-knowledge-formal-knowledge-space-model.md	PRIMARY
0283	6690	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-130339-critical-review-of-fagin-halpern-terminal-scrollback-partial.md	PRIMARY
0284	18413	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-130514-critical-review-of-fagin-halpern-extraction-and-research-direction.md	PRIMARY
0285	16727	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-130932-fagin-regime-not-kernel-acceptance-of-critique.md	PRIMARY
0286	14743	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-132329-fagin-chapters-verified-ascribed-versus-computable-knowledge.md	PRIMARY
0287	34321	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-133456-gardenfors-knowledge-in-flux-epistemic-state-as-primary-model.md	PRIMARY
0288	18872	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-135642-evolving-knowledge-space-imagination-additions-not-yet-architecture.md	PRIMARY
0289	9558	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-140251-per-agent-projection-divergence-without-divergent-reality.md	PRIMARY
0290	9558	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-145918-per-agent-projection-divergence-without-divergent-reality-duplicate.md	PRIMARY
0291	23250	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-145948-shannon-weaver-information-is-not-meaning-is-not-knowledge-duplicate.md	PRIMARY
0292	18329	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-150010-consciousness-architecture-as-analogy-for-knowledge-layers-duplicate.md	PRIMARY
0293	29287	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-155035-searle-construction-of-social-reality-institutional-layer.md	PRIMARY
0294	5085	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-155510-knowledge-as-capacity-distinguished-from-information.md	PRIMARY
0295	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/corpus/original/.gitkeep	EXCLUDED_CORPUS
0296	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/synthesis/identity/.gitkeep	EXCLUDED_SYNTHESIS
0297	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/synthesis/epistemic-state/.gitkeep	EXCLUDED_SYNTHESIS
0298	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/synthesis/evidence/.gitkeep	EXCLUDED_SYNTHESIS
0299	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/synthesis/boundary/.gitkeep	EXCLUDED_SYNTHESIS
0300	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/falsification/candidates/.gitkeep	EXCLUDED_FALSIFICATION
0301	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/falsification/attacks/.gitkeep	EXCLUDED_FALSIFICATION
0302	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/falsification/results/.gitkeep	EXCLUDED_FALSIFICATION
0303	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/kernel/corpus/original/.gitkeep	PRIMARY
0304	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/kernel/synthesis/identity/.gitkeep	PRIMARY
0305	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/kernel/synthesis/epistemic-state/.gitkeep	PRIMARY
0306	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/kernel/synthesis/evidence/.gitkeep	PRIMARY
0307	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/kernel/synthesis/boundary/.gitkeep	PRIMARY
0308	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/kernel/falsification/candidates/.gitkeep	PRIMARY
0309	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/kernel/falsification/attacks/.gitkeep	PRIMARY
0310	0	2026-08-25	gitkeep	EMPTY_PLACEHOLDER	docs/knowledgeos/brainstorming/kernel/falsification/results/.gitkeep	PRIMARY
0311	5754	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/classification/dependency-map.md	PRIMARY
0312	1055	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/classification/README.md	EXCLUDED_CLASSIFICATION
0313	707	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/corpus/README.md	EXCLUDED_CORPUS
0314	731	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/synthesis/README.md	EXCLUDED_SYNTHESIS
0315	651	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/falsification/README.md	EXCLUDED_FALSIFICATION
0316	1069	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/classification/README.md	PRIMARY
0317	850	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/corpus/README.md	PRIMARY
0318	1009	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/synthesis/README.md	PRIMARY
0319	1072	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/falsification/README.md	PRIMARY
0320	32607	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-162824-williamson-knowledge-as-primitive-stop-reductive-modelling.md	PRIMARY
0321	30487	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-163936-brandom-making-it-explicit-inferential-commitment-layer.md	PRIMARY
0322	37065	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-171008-gelfond-kahl-knowledge-representation-bounded-agent-test.md	PRIMARY
0323	22585	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-171853-c15-reframed-knowledge-at-a-time-in-evolving-knowledge-space.md	PRIMARY
0324	30620	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-172121-knowledge-element-versus-state-and-what-can-be-quantified.md	PRIMARY
0325	26829	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-180730-brachman-levesque-infinite-belief-finite-representation.md	PRIMARY
0326	3828	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260825-180828-knowledge-as-discriminate-select-decide-capability.md	PRIMARY
